conversation_id,participant_id,comment_id,comment_text,is_seed,comment_created_at,vote,reaction_created_at
demo-delib-2026-03,p005,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p005,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p006,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p006,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p006,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p006,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p006,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p007,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p007,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p007,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p007,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p007,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p008,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p008,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p008,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p008,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p008,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p009,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p009,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p009,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p009,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p009,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p010,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p010,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p010,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p010,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p010,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p011,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p011,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p011,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p011,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p011,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p012,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p012,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p012,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p012,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p012,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p013,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p013,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p013,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p013,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p013,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p014,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p014,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p014,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p014,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p014,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p015,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p015,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p015,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p015,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p015,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p016,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p016,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p016,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p016,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p016,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p017,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p017,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p017,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p017,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p017,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p018,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p018,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p018,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p018,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p018,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p019,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p019,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p019,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p019,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p019,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p020,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p020,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p020,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p020,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p020,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p021,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p021,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p021,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p021,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p021,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p022,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p022,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p022,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p022,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p022,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p023,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p023,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p023,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p023,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p023,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p024,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p024,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p024,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p024,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p024,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p025,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p025,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p025,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p025,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p025,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p026,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p026,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p026,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p026,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p026,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p027,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p027,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p027,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p027,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p027,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p028,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p028,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p028,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p028,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p028,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p029,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p029,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p029,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p029,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p029,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p030,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p030,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p030,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p030,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p030,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p031,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p031,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p031,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p031,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p031,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p032,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p032,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p032,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p032,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p032,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p033,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p033,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p033,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p033,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p033,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p034,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p034,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p034,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p034,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p034,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p035,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p035,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p035,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p035,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p035,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p036,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p036,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p036,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p036,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p036,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p037,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p037,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p037,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p037,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p037,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p038,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p038,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p038,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p038,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p038,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p039,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p039,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p039,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p039,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p039,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p040,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p040,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p040,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p040,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p040,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p041,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p041,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
demo-delib-2026-03,p041,c03,Property tax should be reduced for small businesses,true,2026-03-01T09:10:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p041,c04,Waste sorting should be mandatory in all districts,true,2026-03-01T09:15:00Z,disagree,2026-03-05T12:00:00Z
demo-delib-2026-03,p041,c05,Government digital services should be fully online,true,2026-03-01T09:20:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p042,c01,City should expand bus-only lanes,true,2026-03-01T09:00:00Z,pass,2026-03-05T12:00:00Z
demo-delib-2026-03,p042,c02,Municipal healthcare clinics need longer hours,true,2026-03-01T09:05:00Z,agree,2026-03-05T12:00:00Z
