comment_text,external_id,is_seed,created_at,moderation_status
Independent audits would improve trust in healthcare appointment waiting times decisions.,48312bc4-88ea-4df9-9ffa-9b4f8ed5cc53,False,2026-02-18T23:23:08.362633+00:00,rejected
Digital government services should be tracked with monthly public dashboards.,d231b7ba-1ab4-41c5-be96-ff5bfe051605,False,2026-02-27T04:32:08.362633+00:00,pending
We need clearer service-level targets for affordable housing policies.,9ca3b971-ce17-420d-8e46-45ec1acfaee6,False,2026-02-20T18:22:08.362633+00:00,rejected
Funding for road safety near schools should prioritize high-need districts.,7a397745-25a1-422d-b0c9-417efe6328ed,False,2026-02-21T23:48:08.362633+00:00,rejected
Teams should publish implementation milestones for air quality monitoring.,db49cf68-8383-4dcf-8a9f-a8f3d92dd6a2,False,2026-03-04T01:47:08.362633+00:00,rejected
Residents should be consulted before major changes in water infrastructure upgrades.,888bf3fe-c0ce-40d4-a9b8-88287c3cee10,False,2026-02-24T02:17:08.362633+00:00,pending
Independent audits would improve trust in small business licensing process decisions.,8cc20917-d553-432c-b6fd-3edfbf2109de,False,2026-02-17T23:19:08.362633+00:00,approved
Youth employment opportunities should be tracked with monthly public dashboards.,380ef055-9993-4926-9381-6dbfb808355e,False,2026-02-24T21:02:08.362633+00:00,pending
We need clearer service-level targets for waste management standards.,aff330e4-e8bd-4128-9f5b-40e11bb1607a,False,2026-02-13T18:34:08.362633+00:00,approved
Funding for public procurement transparency should prioritize high-need districts.,4583fa7c-5796-4849-8cf1-87983c6035c4,False,2026-02-17T04:13:08.362633+00:00,rejected
Teams should publish implementation milestones for local budget participation.,c44a9269-4f85-4e53-98f2-9fdbe6889245,False,2026-02-21T07:20:08.362633+00:00,pending
Residents should be consulted before major changes in access for people with disabilities.,0e963e01-6e35-4186-aa07-f572b5689140,False,2026-02-28T06:03:08.362633+00:00,rejected
Independent audits would improve trust in regional internet access decisions.,5a6293c2-055b-4554-aaba-4fcf2da0cef1,False,2026-02-18T15:46:08.362633+00:00,approved
Teacher training support should be tracked with monthly public dashboards.,28d87aa4-3411-48b2-ab88-d79f3daeb8c3,False,2026-02-21T20:25:08.362633+00:00,rejected
We need clearer service-level targets for emergency response readiness.,edb2b846-6281-4512-a32d-0deec82e4fea,False,2026-02-22T04:56:08.362633+00:00,pending
Funding for community mediation programs should prioritize high-need districts.,a86baaae-aca2-4410-bb32-d5b472f7e871,False,2026-03-01T18:18:08.362633+00:00,pending
Teams should publish implementation milestones for public park maintenance.,a859853b-6a2b-4795-be9f-78df14f8a122,False,2026-03-03T14:25:08.362633+00:00,pending
Residents should be consulted before major changes in public transport reliability.,4d837d96-7b2e-4e7c-90cd-354ad1a287ba,False,2026-03-02T01:47:08.362633+00:00,approved
Independent audits would improve trust in volunteer onboarding speed decisions.,7002279a-7e2c-40d6-994f-1838e438a2e0,False,2026-03-01T11:40:08.362633+00:00,pending
Neighborhood safety improvements should be tracked with monthly public dashboards.,15cca5a5-c827-4e2c-8d05-e3b1194648e9,False,2026-02-15T11:27:08.362633+00:00,approved
We need clearer service-level targets for healthcare appointment waiting times.,d7ccbac9-538b-4392-b66d-38168d8a4edf,False,2026-02-14T00:43:08.362633+00:00,pending
Funding for digital government services should prioritize high-need districts.,969eca50-04c6-41d6-8de7-38ad756a5364,False,2026-02-27T02:08:08.362633+00:00,pending
Teams should publish implementation milestones for affordable housing policies.,58caa3df-2e86-47d5-b1b4-e3b2cbfb22e7,False,2026-03-01T10:38:08.362633+00:00,pending
Residents should be consulted before major changes in road safety near schools.,ca0f90db-6c37-4b80-b2db-445c3e1a82bf,False,2026-02-20T13:49:08.362633+00:00,approved
Independent audits would improve trust in air quality monitoring decisions.,6124656a-5070-49f9-baf7-8e3d89235742,False,2026-02-24T04:30:08.362633+00:00,approved
Water infrastructure upgrades should be tracked with monthly public dashboards.,02038292-f1d6-4544-a782-ade4c1838fc7,False,2026-02-27T02:36:08.362633+00:00,pending
We need clearer service-level targets for small business licensing process.,89aa8931-caaf-4b67-87d7-e779c461ecd6,False,2026-03-04T02:13:08.362633+00:00,pending
Funding for youth employment opportunities should prioritize high-need districts.,08a433a5-cddc-4f00-86fa-865aa2a44e92,False,2026-02-21T06:58:08.362633+00:00,pending
Teams should publish implementation milestones for waste management standards.,be8479b6-a8a8-4bff-a678-d7629ebd46f4,False,2026-03-03T08:43:08.362633+00:00,pending
Residents should be consulted before major changes in public procurement transparency.,d9ba479d-8e8a-4c98-8e3b-143827b7869c,False,2026-02-20T22:50:08.362633+00:00,pending
Independent audits would improve trust in local budget participation decisions.,8b9b2181-a967-4061-9eb7-e836017abd4e,False,2026-03-06T04:11:08.362633+00:00,rejected
Access for people with disabilities should be tracked with monthly public dashboards.,391f2484-7eea-4a7b-9de7-c2e53cb8c10a,False,2026-03-01T03:36:08.362633+00:00,approved
We need clearer service-level targets for regional internet access.,43b4f2b5-64ce-4698-9ba9-1047aad38f94,False,2026-02-21T08:12:08.362633+00:00,approved
Funding for teacher training support should prioritize high-need districts.,fd01692b-bbaf-4670-ae48-da24da8745f5,False,2026-02-15T07:18:08.362633+00:00,rejected
Teams should publish implementation milestones for emergency response readiness.,a736dd11-4464-40f0-acdf-62d74155c387,False,2026-02-22T17:27:08.362633+00:00,pending
Residents should be consulted before major changes in community mediation programs.,a2a8341d-6580-4c3d-bf02-c242701c6314,False,2026-02-27T18:00:08.362633+00:00,approved
Independent audits would improve trust in public park maintenance decisions.,4319684d-41ba-461e-acd9-5f3d8f54a9b5,False,2026-02-25T23:45:08.362633+00:00,approved
